threshold,count_above_threshold1,count_above_threshold2
5.306787014007568,0.9999047619047619,1.0
5.311787014007568,0.9999047619047619,1.0
5.316787014007568,0.9998095238095238,1.0
5.321787014007568,0.9998095238095238,1.0
5.326787014007568,0.9998095238095238,1.0
5.331787014007568,0.9998095238095238,1.0
5.336787014007568,0.9998095238095238,1.0
5.341787014007568,0.9998095238095238,1.0
5.3467870140075675,0.9997142857142857,1.0
5.351787014007567,0.9996190476190476,1.0
5.356787014007567,0.9996190476190476,1.0
5.361787014007567,0.9995238095238095,1.0
5.366787014007567,0.9993333333333333,1.0
5.371787014007567,0.9993333333333333,1.0
5.376787014007567,0.9993333333333333,1.0
5.381787014007567,0.9992380952380953,1.0
5.386787014007567,0.9992380952380953,1.0
5.3917870140075665,0.9991428571428571,1.0
5.396787014007566,0.9988571428571429,1.0
5.401787014007566,0.9987619047619047,1.0
5.406787014007566,0.9985714285714286,1.0
5.411787014007566,0.9984761904761905,1.0
5.416787014007566,0.9979047619047619,1.0
5.421787014007566,0.9975238095238095,1.0
5.426787014007566,0.9972380952380953,1.0
5.431787014007566,0.9969523809523809,1.0
5.436787014007566,0.9961904761904762,1.0
5.4417870140075655,0.9957142857142857,1.0
5.446787014007565,0.9948571428571429,1.0
5.451787014007565,0.9941904761904762,1.0
5.456787014007565,0.9933333333333333,1.0
5.461787014007565,0.9927619047619047,1.0
5.466787014007565,0.991904761904762,1.0
5.471787014007565,0.9914285714285714,1.0
5.476787014007565,0.9905714285714285,1.0
5.481787014007565,0.989904761904762,1.0
5.4867870140075645,0.9888571428571429,0.9998095238095238
5.491787014007564,0.987904761904762,0.9998095238095238
5.496787014007564,0.9857142857142858,0.9998095238095238
5.501787014007564,0.9842857142857143,0.9996190476190476
5.506787014007564,0.9833333333333333,0.9994285714285714
5.511787014007564,0.982,0.9992380952380953
5.516787014007564,0.98,0.9989523809523809
5.521787014007564,0.9782857142857143,0.9988571428571429
5.526787014007564,0.9765714285714285,0.9987619047619047
5.531787014007564,0.9748571428571429,0.9986666666666667
5.5367870140075635,0.9729523809523809,0.9986666666666667
5.541787014007563,0.9706666666666667,0.9985714285714286
5.546787014007563,0.9687619047619047,0.9983809523809524
5.551787014007563,0.9665714285714285,0.9983809523809524
5.556787014007563,0.964952380952381,0.9982857142857143
5.561787014007563,0.9624761904761905,0.9981904761904762
5.566787014007563,0.9598095238095238,0.9979047619047619
5.571787014007563,0.9575238095238096,0.9979047619047619
5.576787014007563,0.9534285714285714,0.9977142857142857
5.5817870140075625,0.950952380952381,0.9976190476190476
5.586787014007562,0.9473333333333334,0.9973333333333333
5.591787014007562,0.9413333333333334,0.9970476190476191
5.596787014007562,0.9380952380952381,0.9964761904761905
5.601787014007562,0.9338095238095238,0.9962857142857143
5.606787014007562,0.93,0.996
5.611787014007562,0.9262857142857143,0.9958095238095238
5.616787014007562,0.9216190476190477,0.9955238095238095
5.621787014007562,0.9157142857142857,0.9947619047619047
5.6267870140075615,0.9117142857142857,0.994
5.631787014007561,0.906952380952381,0.9934285714285714
5.636787014007561,0.9033333333333333,0.9930476190476191
5.641787014007561,0.8978095238095238,0.9928571428571429
5.646787014007561,0.8912380952380953,0.9925714285714285
5.651787014007561,0.8857142857142857,0.9920952380952381
5.656787014007561,0.8797142857142857,0.9920952380952381
5.661787014007561,0.8731428571428571,0.9915238095238095
5.666787014007561,0.867904761904762,0.9908571428571429
5.671787014007561,0.8609523809523809,0.9901904761904762
5.6767870140075605,0.8555238095238096,0.9895238095238095
5.68178701400756,0.8476190476190476,0.9889523809523809
5.68678701400756,0.8407619047619047,0.9881904761904762
5.69178701400756,0.8341904761904761,0.988
5.69678701400756,0.8277142857142857,0.9869523809523809
5.70178701400756,0.8208571428571428,0.9864761904761905
5.70678701400756,0.8135238095238095,0.986
5.71178701400756,0.8059047619047619,0.9856190476190476
5.71678701400756,0.7981904761904762,0.9850476190476191
5.7217870140075595,0.7914285714285715,0.9837142857142858
5.726787014007559,0.7845714285714286,0.9827619047619047
5.731787014007559,0.7755238095238095,0.9814285714285714
5.736787014007559,0.7682857142857142,0.9804761904761905
5.741787014007559,0.7585714285714286,0.9796190476190476
5.746787014007559,0.7505714285714286,0.9785714285714285
5.751787014007559,0.7424761904761905,0.9778095238095238
5.756787014007559,0.7346666666666667,0.9767619047619047
5.761787014007559,0.7268571428571429,0.9760952380952381
5.7667870140075586,0.7166666666666667,0.9752380952380952
5.7717870140075584,0.706952380952381,0.9745714285714285
5.776787014007558,0.6971428571428572,0.973047619047619
5.781787014007558,0.6882857142857143,0.9719047619047619
5.786787014007558,0.6780952380952381,0.9709523809523809
5.791787014007558,0.6701904761904762,0.9700952380952381
5.796787014007558,0.6615238095238095,0.9689523809523809
5.801787014007558,0.6534285714285715,0.9672380952380952
5.806787014007558,0.6445714285714286,0.9663809523809523
5.811787014007558,0.6351428571428571,0.9652380952380952
5.8167870140075575,0.6241904761904762,0.9647619047619047
5.821787014007557,0.6154285714285714,0.9636190476190476
5.826787014007557,0.6055238095238096,0.9623809523809523
5.831787014007557,0.5945714285714285,0.960952380952381
5.836787014007557,0.5859047619047619,0.9594285714285714
5.841787014007557,0.5766666666666667,0.9588571428571429
5.846787014007557,0.5672380952380952,0.958
